,NumberOfFatomsOnSameCarbon,NMR_Peak,SMILES,Compound name,Sovelnt_used_for_NMR
9_From_Review_414,2,-114,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)I,"1,1,1,2,2,3,3,4,4-nonafluoro-4-iodobutane",CDCl3
11_From_Review_414,2,-60,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)I,"1,1,1,2,2,3,3,4,4-nonafluoro-4-iodobutane",CDCl3
12_From_Review_414,2,-60,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)I,"1,1,1,2,2,3,3,4,4-nonafluoro-4-iodobutane",CDCl3
0_From_Review_415,3,-81,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)c1ccccc1,(perfluorobutyl)benzene,CDCl3
2_From_Review_415,3,-81,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)c1ccccc1,(perfluorobutyl)benzene,CDCl3
3_From_Review_415,3,-81,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)c1ccccc1,(perfluorobutyl)benzene,CDCl3
5_From_Review_415,2,-126,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)c1ccccc1,(perfluorobutyl)benzene,CDCl3
6_From_Review_415,2,-126,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)c1ccccc1,(perfluorobutyl)benzene,CDCl3
8_From_Review_415,2,-123,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)c1ccccc1,(perfluorobutyl)benzene,CDCl3
9_From_Review_415,2,-123,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)c1ccccc1,(perfluorobutyl)benzene,CDCl3
11_From_Review_415,2,-111,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)c1ccccc1,(perfluorobutyl)benzene,CDCl3
12_From_Review_415,2,-111,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)c1ccccc1,(perfluorobutyl)benzene,CDCl3
4_From_Review_416,2,-124,O=C(O)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,"2,2,3,4,4,4-hexafluoro-3-(trifluoromethyl)butanoic acid",CDCl3
5_From_Review_416,2,-124,O=C(O)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,"2,2,3,4,4,4-hexafluoro-3-(trifluoromethyl)butanoic acid",CDCl3
7_From_Review_416,1,-186,O=C(O)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,"2,2,3,4,4,4-hexafluoro-3-(trifluoromethyl)butanoic acid",CDCl3
9_From_Review_416,3,-72,O=C(O)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,"2,2,3,4,4,4-hexafluoro-3-(trifluoromethyl)butanoic acid",CDCl3
10_From_Review_416,3,-72,O=C(O)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,"2,2,3,4,4,4-hexafluoro-3-(trifluoromethyl)butanoic acid",CDCl3
11_From_Review_416,3,-72,O=C(O)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,"2,2,3,4,4,4-hexafluoro-3-(trifluoromethyl)butanoic acid",CDCl3
13_From_Review_416,3,-72,O=C(O)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,"2,2,3,4,4,4-hexafluoro-3-(trifluoromethyl)butanoic acid",CDCl3
14_From_Review_416,3,-72,O=C(O)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,"2,2,3,4,4,4-hexafluoro-3-(trifluoromethyl)butanoic acid",CDCl3
15_From_Review_416,3,-72,O=C(O)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,"2,2,3,4,4,4-hexafluoro-3-(trifluoromethyl)butanoic acid",CDCl3
5_From_Review_417,3,-69,O=C(O)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,"3,3,3-trifluoro-2,2-bis(trifluoromethyl)propanoic acid",CDCl3
6_From_Review_417,3,-69,O=C(O)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,"3,3,3-trifluoro-2,2-bis(trifluoromethyl)propanoic acid",CDCl3
7_From_Review_417,3,-69,O=C(O)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,"3,3,3-trifluoro-2,2-bis(trifluoromethyl)propanoic acid",CDCl3
9_From_Review_417,3,-69,O=C(O)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,"3,3,3-trifluoro-2,2-bis(trifluoromethyl)propanoic acid",CDCl3
10_From_Review_417,3,-69,O=C(O)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,"3,3,3-trifluoro-2,2-bis(trifluoromethyl)propanoic acid",CDCl3
11_From_Review_417,3,-69,O=C(O)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,"3,3,3-trifluoro-2,2-bis(trifluoromethyl)propanoic acid",CDCl3
13_From_Review_417,3,-69,O=C(O)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,"3,3,3-trifluoro-2,2-bis(trifluoromethyl)propanoic acid",CDCl3
14_From_Review_417,3,-69,O=C(O)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,"3,3,3-trifluoro-2,2-bis(trifluoromethyl)propanoic acid",CDCl3
15_From_Review_417,3,-69,O=C(O)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,"3,3,3-trifluoro-2,2-bis(trifluoromethyl)propanoic acid",CDCl3
4_From_Review_418,2,-117.7,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctan-1-ol",CDCl3
5_From_Review_418,2,-117.7,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctan-1-ol",CDCl3
7_From_Review_418,2,-127.7,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctan-1-ol",CDCl3
8_From_Review_418,2,-127.7,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctan-1-ol",CDCl3
10_From_Review_418,2,-125.7,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctan-1-ol",CDCl3
11_From_Review_418,2,-125.7,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctan-1-ol",CDCl3
13_From_Review_418,2,-126.8,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctan-1-ol",CDCl3
14_From_Review_418,2,-126.8,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctan-1-ol",CDCl3
16_From_Review_418,2,-130.4,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctan-1-ol",CDCl3
17_From_Review_418,2,-130.4,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctan-1-ol",CDCl3
19_From_Review_418,3,-85.6,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctan-1-ol",CDCl3
20_From_Review_418,3,-85.6,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctan-1-ol",CDCl3
21_From_Review_418,3,-85.6,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctan-1-ol",CDCl3
5_From_Review_419,2,-111.5,O=C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctanoic acid",CDCl3
6_From_Review_419,2,-111.5,O=C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctanoic acid",CDCl3
8_From_Review_419,2,-121.4,O=C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctanoic acid",CDCl3
9_From_Review_419,2,-121.4,O=C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctanoic acid",CDCl3
11_From_Review_419,2,-122.5,O=C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctanoic acid",CDCl3
12_From_Review_419,2,-122.5,O=C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctanoic acid",CDCl3
14_From_Review_419,2,-122.4,O=C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctanoic acid",CDCl3
15_From_Review_419,2,-122.4,O=C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctanoic acid",CDCl3
17_From_Review_419,2,-125.8,O=C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctanoic acid",CDCl3
18_From_Review_419,2,-125.8,O=C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctanoic acid",CDCl3
20_From_Review_419,3,-80.8,O=C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctanoic acid",CDCl3
21_From_Review_419,3,-80.8,O=C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctanoic acid",CDCl3
22_From_Review_419,3,-80.8,O=C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctanoic acid",CDCl3
6_From_Review_420,2,-114.2,O=C(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"4,4,5,5,6,6,7,7,8,8,8-undecafluorooctanoic acid",CDCl3
7_From_Review_420,2,-114.2,O=C(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"4,4,5,5,6,6,7,7,8,8,8-undecafluorooctanoic acid",CDCl3
9_From_Review_420,2,-123.4,O=C(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"4,4,5,5,6,6,7,7,8,8,8-undecafluorooctanoic acid",CDCl3
10_From_Review_420,2,-123.4,O=C(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"4,4,5,5,6,6,7,7,8,8,8-undecafluorooctanoic acid",CDCl3
12_From_Review_420,2,-122.3,O=C(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"4,4,5,5,6,6,7,7,8,8,8-undecafluorooctanoic acid",CDCl3
13_From_Review_420,2,-122.3,O=C(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"4,4,5,5,6,6,7,7,8,8,8-undecafluorooctanoic acid",CDCl3
15_From_Review_420,2,-126,O=C(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"4,4,5,5,6,6,7,7,8,8,8-undecafluorooctanoic acid",CDCl3
16_From_Review_420,2,,O=C(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"4,4,5,5,6,6,7,7,8,8,8-undecafluorooctanoic acid",CDCl3
18_From_Review_420,3,-80.9,O=C(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"4,4,5,5,6,6,7,7,8,8,8-undecafluorooctanoic acid",CDCl3
19_From_Review_420,3,-80.9,O=C(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"4,4,5,5,6,6,7,7,8,8,8-undecafluorooctanoic acid",CDCl3
20_From_Review_420,3,-80.9,O=C(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"4,4,5,5,6,6,7,7,8,8,8-undecafluorooctanoic acid",CDCl3
0_From_Review_421,2,-138,FC(F)C(F)(F)C(F)(F)C(F)(F)F,"1,1,1,2,2,3,3,4,4-nonafluorobutane",CDCl3
2_From_Review_421,2,-138,FC(F)C(F)(F)C(F)(F)C(F)(F)F,"1,1,1,2,2,3,3,4,4-nonafluorobutane",CDCl3
4_From_Review_421,2,-130,FC(F)C(F)(F)C(F)(F)C(F)(F)F,"1,1,1,2,2,3,3,4,4-nonafluorobutane",CDCl3
5_From_Review_421,2,-130,FC(F)C(F)(F)C(F)(F)C(F)(F)F,"1,1,1,2,2,3,3,4,4-nonafluorobutane",CDCl3
7_From_Review_421,2,-128,FC(F)C(F)(F)C(F)(F)C(F)(F)F,"1,1,1,2,2,3,3,4,4-nonafluorobutane",CDCl3
8_From_Review_421,2,-128,FC(F)C(F)(F)C(F)(F)C(F)(F)F,"1,1,1,2,2,3,3,4,4-nonafluorobutane",CDCl3
10_From_Review_421,3,-81.4,FC(F)C(F)(F)C(F)(F)C(F)(F)F,"1,1,1,2,2,3,3,4,4-nonafluorobutane",CDCl3
11_From_Review_421,3,-81.4,FC(F)C(F)(F)C(F)(F)C(F)(F)F,"1,1,1,2,2,3,3,4,4-nonafluorobutane",CDCl3
12_From_Review_421,3,-81.4,FC(F)C(F)(F)C(F)(F)C(F)(F)F,"1,1,1,2,2,3,3,4,4-nonafluorobutane",CDCl3
0_From_Review_422,3,,FC(F)(F)C(F)(F)C(F)(F)F,perfluoropropane,CDCl3
2_From_Review_422,3,,FC(F)(F)C(F)(F)C(F)(F)F,perfluoropropane,CDCl3
3_From_Review_422,3,,FC(F)(F)C(F)(F)C(F)(F)F,perfluoropropane,CDCl3
5_From_Review_422,2,-132,FC(F)(F)C(F)(F)C(F)(F)F,perfluoropropane,CDCl3
6_From_Review_422,2,-132,FC(F)(F)C(F)(F)C(F)(F)F,perfluoropropane,CDCl3
8_From_Review_422,3,,FC(F)(F)C(F)(F)C(F)(F)F,perfluoropropane,CDCl3
9_From_Review_422,3,,FC(F)(F)C(F)(F)C(F)(F)F,perfluoropropane,CDCl3
10_From_Review_422,3,,FC(F)(F)C(F)(F)C(F)(F)F,perfluoropropane,CDCl3
0_From_Review_423,3,,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluorobutane,CDCl3
2_From_Review_423,3,,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluorobutane,CDCl3
3_From_Review_423,3,,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluorobutane,CDCl3
5_From_Review_423,2,,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluorobutane,CDCl3
6_From_Review_423,2,,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluorobutane,CDCl3
8_From_Review_423,2,-127,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluorobutane,CDCl3
9_From_Review_423,2,-127,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluorobutane,CDCl3
11_From_Review_423,3,,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluorobutane,CDCl3
12_From_Review_423,3,,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluorobutane,CDCl3
13_From_Review_423,3,,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluorobutane,CDCl3
0_From_Review_424,3,,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluoropentane,CDCl3
2_From_Review_424,3,,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluoropentane,CDCl3
3_From_Review_424,3,,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluoropentane,CDCl3
5_From_Review_424,2,,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluoropentane,CDCl3
6_From_Review_424,2,,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluoropentane,CDCl3
8_From_Review_424,2,-123,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluoropentane,CDCl3
9_From_Review_424,2,-123,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluoropentane,CDCl3
11_From_Review_424,2,,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluoropentane,CDCl3
12_From_Review_424,2,,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluoropentane,CDCl3
14_From_Review_424,3,,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluoropentane,CDCl3
15_From_Review_424,3,,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluoropentane,CDCl3
16_From_Review_424,3,,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluoropentane,CDCl3
0_From_Review_425,3,,FC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,"1,1,1,2,2,3,4,4,4-nonafluoro-3-(trifluoromethyl)butane",CDCl3
2_From_Review_425,3,,FC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,"1,1,1,2,2,3,4,4,4-nonafluoro-3-(trifluoromethyl)butane",CDCl3
3_From_Review_425,3,,FC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,"1,1,1,2,2,3,4,4,4-nonafluoro-3-(trifluoromethyl)butane",CDCl3
5_From_Review_425,2,-119,FC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,"1,1,1,2,2,3,4,4,4-nonafluoro-3-(trifluoromethyl)butane",CDCl3
6_From_Review_425,2,-119,FC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,"1,1,1,2,2,3,4,4,4-nonafluoro-3-(trifluoromethyl)butane",CDCl3
8_From_Review_425,1,,FC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,"1,1,1,2,2,3,4,4,4-nonafluoro-3-(trifluoromethyl)butane",CDCl3
10_From_Review_425,3,,FC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,"1,1,1,2,2,3,4,4,4-nonafluoro-3-(trifluoromethyl)butane",CDCl3
11_From_Review_425,3,,FC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,"1,1,1,2,2,3,4,4,4-nonafluoro-3-(trifluoromethyl)butane",CDCl3
12_From_Review_425,3,,FC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,"1,1,1,2,2,3,4,4,4-nonafluoro-3-(trifluoromethyl)butane",CDCl3
14_From_Review_425,3,,FC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,"1,1,1,2,2,3,4,4,4-nonafluoro-3-(trifluoromethyl)butane",CDCl3
15_From_Review_425,3,,FC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,"1,1,1,2,2,3,4,4,4-nonafluoro-3-(trifluoromethyl)butane",CDCl3
16_From_Review_425,3,,FC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,"1,1,1,2,2,3,4,4,4-nonafluoro-3-(trifluoromethyl)butane",CDCl3
0_From_Review_426,3,-80.8,FC(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,"1,1,1,2,2,3,3,4,5,5,5-undecafluoro-4-(trifluoromethyl)pentane",CDCl3
2_From_Review_426,3,-80.8,FC(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,"1,1,1,2,2,3,3,4,5,5,5-undecafluoro-4-(trifluoromethyl)pentane",CDCl3
3_From_Review_426,3,-80.8,FC(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,"1,1,1,2,2,3,3,4,5,5,5-undecafluoro-4-(trifluoromethyl)pentane",CDCl3
5_From_Review_426,2,-124.8,FC(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,"1,1,1,2,2,3,3,4,5,5,5-undecafluoro-4-(trifluoromethyl)pentane",CDCl3
6_From_Review_426,2,-124.8,FC(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,"1,1,1,2,2,3,3,4,5,5,5-undecafluoro-4-(trifluoromethyl)pentane",CDCl3
8_From_Review_426,2,-115,FC(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,"1,1,1,2,2,3,3,4,5,5,5-undecafluoro-4-(trifluoromethyl)pentane",CDCl3
9_From_Review_426,2,-115,FC(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,"1,1,1,2,2,3,3,4,5,5,5-undecafluoro-4-(trifluoromethyl)pentane",CDCl3
11_From_Review_426,1,-185.8,FC(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,"1,1,1,2,2,3,3,4,5,5,5-undecafluoro-4-(trifluoromethyl)pentane",CDCl3
13_From_Review_426,3,-72,FC(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,"1,1,1,2,2,3,3,4,5,5,5-undecafluoro-4-(trifluoromethyl)pentane",CDCl3
14_From_Review_426,3,-72,FC(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,"1,1,1,2,2,3,3,4,5,5,5-undecafluoro-4-(trifluoromethyl)pentane",CDCl3
15_From_Review_426,3,-72,FC(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,"1,1,1,2,2,3,3,4,5,5,5-undecafluoro-4-(trifluoromethyl)pentane",CDCl3
17_From_Review_426,3,-72,FC(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,"1,1,1,2,2,3,3,4,5,5,5-undecafluoro-4-(trifluoromethyl)pentane",CDCl3
18_From_Review_426,3,-72,FC(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,"1,1,1,2,2,3,3,4,5,5,5-undecafluoro-4-(trifluoromethyl)pentane",CDCl3
19_From_Review_426,3,-72,FC(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,"1,1,1,2,2,3,3,4,5,5,5-undecafluoro-4-(trifluoromethyl)pentane",CDCl3
0_From_Review_427,3,-80.3,FC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,"1,1,1,2,2,3,4,4,5,5,5-undecafluoro-3-(trifluoromethyl)pentane",CDCl3
2_From_Review_427,3,-80.3,FC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,"1,1,1,2,2,3,4,4,5,5,5-undecafluoro-3-(trifluoromethyl)pentane",CDCl3
3_From_Review_427,3,-80.3,FC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,"1,1,1,2,2,3,4,4,5,5,5-undecafluoro-3-(trifluoromethyl)pentane",CDCl3
5_From_Review_427,2,-108.7,FC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,"1,1,1,2,2,3,4,4,5,5,5-undecafluoro-3-(trifluoromethyl)pentane",CDCl3
6_From_Review_427,2,-108.7,FC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,"1,1,1,2,2,3,4,4,5,5,5-undecafluoro-3-(trifluoromethyl)pentane",CDCl3
8_From_Review_427,1,-184.4,FC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,"1,1,1,2,2,3,4,4,5,5,5-undecafluoro-3-(trifluoromethyl)pentane",CDCl3
10_From_Review_427,3,-71,FC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,"1,1,1,2,2,3,4,4,5,5,5-undecafluoro-3-(trifluoromethyl)pentane",CDCl3
11_From_Review_427,3,-71,FC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,"1,1,1,2,2,3,4,4,5,5,5-undecafluoro-3-(trifluoromethyl)pentane",CDCl3
12_From_Review_427,3,-71,FC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,"1,1,1,2,2,3,4,4,5,5,5-undecafluoro-3-(trifluoromethyl)pentane",CDCl3
14_From_Review_427,2,-108.7,FC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,"1,1,1,2,2,3,4,4,5,5,5-undecafluoro-3-(trifluoromethyl)pentane",CDCl3
15_From_Review_427,2,-108.7,FC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,"1,1,1,2,2,3,4,4,5,5,5-undecafluoro-3-(trifluoromethyl)pentane",CDCl3
17_From_Review_427,3,-80.3,FC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,"1,1,1,2,2,3,4,4,5,5,5-undecafluoro-3-(trifluoromethyl)pentane",CDCl3
18_From_Review_427,3,-80.3,FC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,"1,1,1,2,2,3,4,4,5,5,5-undecafluoro-3-(trifluoromethyl)pentane",CDCl3
19_From_Review_427,3,-80.3,FC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,"1,1,1,2,2,3,4,4,5,5,5-undecafluoro-3-(trifluoromethyl)pentane",CDCl3
0_From_Review_428,3,-70.4,FC(F)(F)C(F)(C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,"1,1,1,2,3,4,4,4-octafluoro-2,3-bis(trifluoromethyl)butane",CDCl3
2_From_Review_428,3,-70.4,FC(F)(F)C(F)(C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,"1,1,1,2,3,4,4,4-octafluoro-2,3-bis(trifluoromethyl)butane",CDCl3
3_From_Review_428,3,-70.4,FC(F)(F)C(F)(C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,"1,1,1,2,3,4,4,4-octafluoro-2,3-bis(trifluoromethyl)butane",CDCl3
5_From_Review_428,1,-178.8,FC(F)(F)C(F)(C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,"1,1,1,2,3,4,4,4-octafluoro-2,3-bis(trifluoromethyl)butane",CDCl3
7_From_Review_428,3,-70.4,FC(F)(F)C(F)(C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,"1,1,1,2,3,4,4,4-octafluoro-2,3-bis(trifluoromethyl)butane",CDCl3
